Value,Count,Landforms_2020_3_31_USA_Clip,LC23_EVT_240_Clip,Landforms,EVT_NAME,EVT_PHYS,EVT_GP_N
651,275.000000000000000,11,9317,Flat summit/ridge,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub,Introduced Upland Vegetation-Shrub
652,54.000000000000000,5,7905,Cliff: NE cool,Eastern Cool Temperate Urban Deciduous Forest,Developed,Developed-Upland Deciduous Forest
653,29.000000000000000,3,7908,Steep slope: NE cool,Eastern Cool Temperate Urban Herbaceous,Developed,Developed-Upland Herbaceous
654,170.000000000000000,5,7299,Cliff: NE cool,Developed-Roads,Developed-Roads,Developed-Roads
655,10.000000000000000,5,7909,Cliff: NE cool,Eastern Cool Temperate Urban Shrubland,Developed,Developed-Upland Shrubland
656,70.000000000000000,5,9817,Cliff: NE cool,Northern & Central Ruderal Meadow,Exotic Herbaceous,Introduced Perennial Grassland and Forbland
657,25.000000000000000,5,7297,Cliff: NE cool,Developed-Medium Intensity,Developed-Medium Intensity,Developed-Medium Intensity
658,188.000000000000000,5,7286,Cliff: NE cool,Paleozoic Plateau Bluff and Talus Herbaceous,Grassland,Black Oak Woodland and Savanna
659,267.000000000000000,32,7517,Valley/toe slope,Paleozoic Plateau Bluff and Talus Woodland,Hardwood,Black Oak Woodland and Savanna
660,274.000000000000000,43,9312,Cove: NE cool,Northeastern North American Temperate Forest Plantation,Conifer,Managed Tree Plantation
661,207.000000000000000,4,7974,Steep slope: SW warm,Eastern Cool Temperate Row Crop,Agricultural,Agricultural-Row Crop
662,139.000000000000000,44,9178,Cove: SW warm,North-Central Interior and Appalachian Rich Swamp,Riparian,Atlantic Swamp Forests
663,8.000000000000000,11,7909,Flat summit/ridge,Eastern Cool Temperate Urban Shrubland,Developed,Developed-Upland Shrubland
664,141.000000000000000,13,7978,Slope crest,Eastern Cool Temperate Wheat,Agricultural,Agricultural-Wheat
665,1947.000000000000000,31,7517,Wet Flat,Paleozoic Plateau Bluff and Talus Woodland,Hardwood,Black Oak Woodland and Savanna
666,9.000000000000000,11,7298,Flat summit/ridge,Developed-High Intensity,Developed-High Intensity,Developed-High Intensity
667,8.000000000000000,23,7290,Sideslope NE cool,North-Central Oak Barrens Herbaceous,Grassland,Black Oak Woodland and Savanna
668,145.000000000000000,41,9314,Flat at bottom of steep slope,Northern & Central Native Ruderal Flooded & Swamp Forest,Riparian,Ruderal Forest
669,304.000000000000000,13,7295,Slope crest,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads
670,356.000000000000000,41,9178,Flat at bottom of steep slope,North-Central Interior and Appalachian Rich Swamp,Riparian,Atlantic Swamp Forests
671,40.000000000000000,41,7295,Flat at bottom of steep slope,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads
672,1766.000000000000000,39,9117,Pluvial flat,Laurentian-Acadian Floodplain Forest,Riparian,Eastern Floodplain Forests
673,4.000000000000000,32,9056,Valley/toe slope,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Riparian,Peatland Forests
674,174.000000000000000,32,7481,Valley/toe slope,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Atlantic Swamp Forests
675,9.000000000000000,22,9183,Gentle slope,North-Central Interior Shrub Swamp,Riparian,Inland Marshes and Prairies
676,7.000000000000000,50,9620,Water,Laurentian-Acadian Shrub Swamp,Riparian,Inland Marshes and Prairies
677,19.000000000000000,41,7302,Flat at bottom of steep slope,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,Yellow Birch-Sugar Maple Forest
678,1503.000000000000000,31,9182,Wet Flat,North-Central Interior Shrub Alkaline Fen,Riparian,Inland Marshes and Prairies
679,13830.000000000000000,31,9117,Wet Flat,Laurentian-Acadian Floodplain Forest,Riparian,Eastern Floodplain Forests
680,12.000000000000000,39,9617,Pluvial flat,Laurentian-Acadian Floodplain Shrubland,Riparian,Eastern Floodplain Forests
681,267.000000000000000,11,7302,Flat summit/ridge,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,Yellow Birch-Sugar Maple Forest
682,601.000000000000000,13,7302,Slope crest,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,Yellow Birch-Sugar Maple Forest
683,30.000000000000000,44,7302,Cove: SW warm,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,Yellow Birch-Sugar Maple Forest
684,85.000000000000000,32,9117,Valley/toe slope,Laurentian-Acadian Floodplain Forest,Riparian,Eastern Floodplain Forests
685,445.000000000000000,30,9117,Dry flat,Laurentian-Acadian Floodplain Forest,Riparian,Eastern Floodplain Forests
686,68.000000000000000,31,9617,Wet Flat,Laurentian-Acadian Floodplain Shrubland,Riparian,Eastern Floodplain Forests
687,428.000000000000000,50,9117,Water,Laurentian-Acadian Floodplain Forest,Riparian,Eastern Floodplain Forests
688,4113.000000000000000,31,7242,Wet Flat,Laurentian Oak Barrens,Hardwood,Jack Pine Forest
689,462.000000000000000,31,9112,Wet Flat,Laurentian Jack Pine-Red Pine Forest,Conifer,Jack Pine Forest
690,139.000000000000000,31,9620,Wet Flat,Laurentian-Acadian Shrub Swamp,Riparian,Inland Marshes and Prairies
691,10.000000000000000,30,9620,Dry flat,Laurentian-Acadian Shrub Swamp,Riparian,Inland Marshes and Prairies
692,1343.000000000000000,50,9677,Water,North-Central Interior and Appalachian Acidic Peatland Shrubland,Riparian,Atlantic Swamp Forests
693,299.000000000000000,21,9117,Upper flat,Laurentian-Acadian Floodplain Forest,Riparian,Eastern Floodplain Forests
694,29704.000000000000000,31,7407,Wet Flat,Laurentian Pine Barrens,Conifer,Jack Pine Forest
695,21341.000000000000000,30,7407,Dry flat,Laurentian Pine Barrens,Conifer,Jack Pine Forest
696,5.000000000000000,43,7302,Cove: NE cool,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,Yellow Birch-Sugar Maple Forest
697,57.000000000000000,22,7366,Gentle slope,Laurentian-Acadian Pine-Hemlock Forest,Conifer,Pine-Hemlock-Hardwood Forest
698,73.000000000000000,32,7366,Valley/toe slope,Laurentian-Acadian Pine-Hemlock Forest,Conifer,Pine-Hemlock-Hardwood Forest
699,177.000000000000000,32,7241,Valley/toe slope,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,Pine-Hemlock-Hardwood Forest
700,124.000000000000000,23,7240,Sideslope NE cool,Laurentian-Acadian Hardwood Forest,Hardwood,Pine-Hemlock-Hardwood Forest
701,99.000000000000000,30,7366,Dry flat,Laurentian-Acadian Pine-Hemlock Forest,Conifer,Pine-Hemlock-Hardwood Forest
702,18154.000000000000000,21,7243,Upper flat,Laurentian Pine-Oak Barrens,Conifer-Hardwood,Jack Pine Forest
703,22.000000000000000,24,7241,Sideslope SW warm,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,Pine-Hemlock-Hardwood Forest
704,1.000000000000000,22,9089,Gentle slope,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,Spruce-Fir-Hardwood Forest
705,982.000000000000000,13,7238,Slope crest,Laurentian-Acadian Northern Oak Forest,Hardwood,Red Pine-White Pine Forest and Woodland
706,186.000000000000000,32,7240,Valley/toe slope,Laurentian-Acadian Hardwood Forest,Hardwood,Pine-Hemlock-Hardwood Forest
707,26.000000000000000,24,7366,Sideslope SW warm,Laurentian-Acadian Pine-Hemlock Forest,Conifer,Pine-Hemlock-Hardwood Forest
708,109.000000000000000,22,7241,Gentle slope,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,Pine-Hemlock-Hardwood Forest
709,748.000000000000000,23,7407,Sideslope NE cool,Laurentian Pine Barrens,Conifer,Jack Pine Forest
710,230.000000000000000,11,7238,Flat summit/ridge,Laurentian-Acadian Northern Oak Forest,Hardwood,Red Pine-White Pine Forest and Woodland
711,106.000000000000000,23,7241,Sideslope NE cool,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,Pine-Hemlock-Hardwood Forest
712,82.000000000000000,31,7240,Wet Flat,Laurentian-Acadian Hardwood Forest,Hardwood,Pine-Hemlock-Hardwood Forest
713,66.000000000000000,4,7302,Steep slope: SW warm,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,Yellow Birch-Sugar Maple Forest
714,1.000000000000000,30,9089,Dry flat,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,Spruce-Fir-Hardwood Forest
715,144.000000000000000,22,7240,Gentle slope,Laurentian-Acadian Hardwood Forest,Hardwood,Pine-Hemlock-Hardwood Forest
716,234.000000000000000,31,7366,Wet Flat,Laurentian-Acadian Pine-Hemlock Forest,Conifer,Pine-Hemlock-Hardwood Forest
717,148.000000000000000,21,7366,Upper flat,Laurentian-Acadian Pine-Hemlock Forest,Conifer,Pine-Hemlock-Hardwood Forest
718,174.000000000000000,21,7241,Upper flat,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,Pine-Hemlock-Hardwood Forest
719,1.000000000000000,23,9295,Sideslope NE cool,Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce-Hardwood Forest,Conifer-Hardwood,Jack Pine Forest
720,1310.000000000000000,43,7974,Cove: NE cool,Eastern Cool Temperate Row Crop,Agricultural,Agricultural-Row Crop
721,62.000000000000000,24,7240,Sideslope SW warm,Laurentian-Acadian Hardwood Forest,Hardwood,Pine-Hemlock-Hardwood Forest
722,191.000000000000000,30,7240,Dry flat,Laurentian-Acadian Hardwood Forest,Hardwood,Pine-Hemlock-Hardwood Forest
723,523.000000000000000,39,9677,Pluvial flat,North-Central Interior and Appalachian Acidic Peatland Shrubland,Riparian,Atlantic Swamp Forests
724,31.000000000000000,50,9118,Water,Laurentian-Acadian Freshwater Marsh,Riparian,Inland Marshes and Prairies
725,3.000000000000000,13,7240,Slope crest,Laurentian-Acadian Hardwood Forest,Hardwood,Pine-Hemlock-Hardwood Forest
726,662.000000000000000,23,7970,Sideslope NE cool,Eastern Cool Temperate Orchard,Agricultural,Agricultural-Orchard
727,1233.000000000000000,21,9120,Upper flat,Laurentian-Acadian Wet Meadow,Riparian,Wet Meadow
728,76.000000000000000,13,7395,Slope crest,North-Central Oak Barrens Woodland,Hardwood,Black Oak Woodland and Savanna
729,1.000000000000000,23,9089,Sideslope NE cool,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,Spruce-Fir-Hardwood Forest
730,220.000000000000000,21,7240,Upper flat,Laurentian-Acadian Hardwood Forest,Hardwood,Pine-Hemlock-Hardwood Forest
731,1.000000000000000,32,9089,Valley/toe slope,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,Spruce-Fir-Hardwood Forest
732,14.000000000000000,23,7366,Sideslope NE cool,Laurentian-Acadian Pine-Hemlock Forest,Conifer,Pine-Hemlock-Hardwood Forest
733,2126.000000000000000,24,7243,Sideslope SW warm,Laurentian Pine-Oak Barrens,Conifer-Hardwood,Jack Pine Forest
734,28.000000000000000,32,9120,Valley/toe slope,Laurentian-Acadian Wet Meadow,Riparian,Wet Meadow
735,1680.000000000000000,24,7242,Sideslope SW warm,Laurentian Oak Barrens,Hardwood,Jack Pine Forest
736,5864.000000000000000,22,7407,Gentle slope,Laurentian Pine Barrens,Conifer,Jack Pine Forest
737,4784.000000000000000,22,7242,Gentle slope,Laurentian Oak Barrens,Hardwood,Jack Pine Forest
738,183.000000000000000,21,9677,Upper flat,North-Central Interior and Appalachian Acidic Peatland Shrubland,Riparian,Atlantic Swamp Forests
739,195.000000000000000,30,7241,Dry flat,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,Pine-Hemlock-Hardwood Forest
740,88.000000000000000,39,7366,Pluvial flat,Laurentian-Acadian Pine-Hemlock Forest,Conifer,Pine-Hemlock-Hardwood Forest
741,900.000000000000000,24,7407,Sideslope SW warm,Laurentian Pine Barrens,Conifer,Jack Pine Forest
742,166.000000000000000,30,9677,Dry flat,North-Central Interior and Appalachian Acidic Peatland Shrubland,Riparian,Atlantic Swamp Forests
743,160.000000000000000,39,7241,Pluvial flat,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,Pine-Hemlock-Hardwood Forest
744,61.000000000000000,31,7241,Wet Flat,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,Pine-Hemlock-Hardwood Forest
745,337.000000000000000,50,7407,Water,Laurentian Pine Barrens,Conifer,Jack Pine Forest
746,7.000000000000000,50,9617,Water,Laurentian-Acadian Floodplain Shrubland,Riparian,Eastern Floodplain Forests
747,8.000000000000000,50,7241,Water,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,Pine-Hemlock-Hardwood Forest
748,111.000000000000000,39,7240,Pluvial flat,Laurentian-Acadian Hardwood Forest,Hardwood,Pine-Hemlock-Hardwood Forest
749,9.000000000000000,50,7366,Water,Laurentian-Acadian Pine-Hemlock Forest,Conifer,Pine-Hemlock-Hardwood Forest
750,411.000000000000000,43,7975,Cove: NE cool,Eastern Cool Temperate Close Grown Crop,Agricultural,Agricultural-Close Grown Crop
751,1579.000000000000000,44,7975,Cove: SW warm,Eastern Cool Temperate Close Grown Crop,Agricultural,Agricultural-Close Grown Crop
752,2.000000000000000,30,9617,Dry flat,Laurentian-Acadian Floodplain Shrubland,Riparian,Eastern Floodplain Forests
753,14.000000000000000,11,7395,Flat summit/ridge,North-Central Oak Barrens Woodland,Hardwood,Black Oak Woodland and Savanna
754,8.000000000000000,22,9117,Gentle slope,Laurentian-Acadian Floodplain Forest,Riparian,Eastern Floodplain Forests
755,152.000000000000000,24,9178,Sideslope SW warm,North-Central Interior and Appalachian Rich Swamp,Riparian,Atlantic Swamp Forests
756,247.000000000000000,50,9682,Water,North-Central Interior Graminoid Alkaline Fen,Riparian,Inland Marshes and Prairies
757,59.000000000000000,31,7286,Wet Flat,Paleozoic Plateau Bluff and Talus Herbaceous,Grassland,Black Oak Woodland and Savanna
758,249.000000000000000,44,7239,Cove: SW warm,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood,Red Pine-White Pine Forest and Woodland
759,208.000000000000000,11,7362,Flat summit/ridge,Laurentian-Acadian Northern Pine Forest,Conifer,Red Pine-White Pine Forest and Woodland
760,152.000000000000000,4,7238,Steep slope: SW warm,Laurentian-Acadian Northern Oak Forest,Hardwood,Red Pine-White Pine Forest and Woodland
761,15.000000000000000,24,9117,Sideslope SW warm,Laurentian-Acadian Floodplain Forest,Riparian,Eastern Floodplain Forests
762,300.000000000000000,41,7239,Flat at bottom of steep slope,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood,Red Pine-White Pine Forest and Woodland
763,126.000000000000000,3,9312,Steep slope: NE cool,Northeastern North American Temperate Forest Plantation,Conifer,Managed Tree Plantation
764,48.000000000000000,3,7975,Steep slope: NE cool,Eastern Cool Temperate Close Grown Crop,Agricultural,Agricultural-Close Grown Crop
765,37.000000000000000,41,9683,Flat at bottom of steep slope,North-Central Interior Wet Meadow,Riparian,Inland Marshes and Prairies
766,517.000000000000000,31,7970,Wet Flat,Eastern Cool Temperate Orchard,Agricultural,Agricultural-Orchard
767,2.000000000000000,24,9120,Sideslope SW warm,Laurentian-Acadian Wet Meadow,Riparian,Wet Meadow
768,424.000000000000000,43,7239,Cove: NE cool,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood,Red Pine-White Pine Forest and Woodland
769,311.000000000000000,50,7978,Water,Eastern Cool Temperate Wheat,Agricultural,Agricultural-Wheat
770,2.000000000000000,4,7906,Steep slope: SW warm,Eastern Cool Temperate Urban Evergreen Forest,Developed,Developed-Upland Evergreen Forest
771,7.000000000000000,41,9183,Flat at bottom of steep slope,North-Central Interior Shrub Swamp,Riparian,Inland Marshes and Prairies
772,112.000000000000000,4,7362,Steep slope: SW warm,Laurentian-Acadian Northern Pine Forest,Conifer,Red Pine-White Pine Forest and Woodland
773,33.000000000000000,4,9312,Steep slope: SW warm,Northeastern North American Temperate Forest Plantation,Conifer,Managed Tree Plantation
774,13.000000000000000,4,7973,Steep slope: SW warm,Eastern Cool Temperate Row Crop - Close Grown Crop,Agricultural,Agricultural-Row Crop-Close Grown Crop
775,17.000000000000000,44,7906,Cove: SW warm,Eastern Cool Temperate Urban Evergreen Forest,Developed,Developed-Upland Evergreen Forest
776,352.000000000000000,41,7395,Flat at bottom of steep slope,North-Central Oak Barrens Woodland,Hardwood,Black Oak Woodland and Savanna
777,108.000000000000000,41,7238,Flat at bottom of steep slope,Laurentian-Acadian Northern Oak Forest,Hardwood,Red Pine-White Pine Forest and Woodland
778,128.000000000000000,44,7238,Cove: SW warm,Laurentian-Acadian Northern Oak Forest,Hardwood,Red Pine-White Pine Forest and Woodland
779,12.000000000000000,24,7481,Sideslope SW warm,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Atlantic Swamp Forests
780,79.000000000000000,3,7238,Steep slope: NE cool,Laurentian-Acadian Northern Oak Forest,Hardwood,Red Pine-White Pine Forest and Woodland
781,3.000000000000000,5,7238,Cliff: NE cool,Laurentian-Acadian Northern Oak Forest,Hardwood,Red Pine-White Pine Forest and Woodland
782,4.000000000000000,5,7239,Cliff: NE cool,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood,Red Pine-White Pine Forest and Woodland
783,116.000000000000000,39,9182,Pluvial flat,North-Central Interior Shrub Alkaline Fen,Riparian,Inland Marshes and Prairies
784,143.000000000000000,50,9182,Water,North-Central Interior Shrub Alkaline Fen,Riparian,Inland Marshes and Prairies
785,5.000000000000000,13,7241,Slope crest,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,Pine-Hemlock-Hardwood Forest
786,21.000000000000000,44,7973,Cove: SW warm,Eastern Cool Temperate Row Crop - Close Grown Crop,Agricultural,Agricultural-Row Crop-Close Grown Crop
787,4.000000000000000,50,7290,Water,North-Central Oak Barrens Herbaceous,Grassland,Black Oak Woodland and Savanna
788,963.000000000000000,13,7362,Slope crest,Laurentian-Acadian Northern Pine Forest,Conifer,Red Pine-White Pine Forest and Woodland
789,14.000000000000000,50,9064,Water,Central Interior Acidic Cliff and Talus,Sparsely Vegetated,Sparse Vegetation
790,32.000000000000000,44,7286,Cove: SW warm,Paleozoic Plateau Bluff and Talus Herbaceous,Grassland,Black Oak Woodland and Savanna
791,16.000000000000000,11,7286,Flat summit/ridge,Paleozoic Plateau Bluff and Talus Herbaceous,Grassland,Black Oak Woodland and Savanna
792,47.000000000000000,41,9180,Flat at bottom of steep slope,North-Central Interior Freshwater Marsh,Riparian,Inland Marshes and Prairies
793,654.000000000000000,41,7517,Flat at bottom of steep slope,Paleozoic Plateau Bluff and Talus Woodland,Hardwood,Black Oak Woodland and Savanna
794,94.000000000000000,4,7929,Steep slope: SW warm,Eastern Cool Temperate Developed Herbaceous,Developed,Developed-Upland Herbaceous
795,207.000000000000000,44,9312,Cove: SW warm,Northeastern North American Temperate Forest Plantation,Conifer,Managed Tree Plantation
796,35.000000000000000,13,7394,Slope crest,North-Central Interior Oak Savanna,Hardwood,Bur Oak Woodland and Savanna
797,19.000000000000000,4,7394,Steep slope: SW warm,North-Central Interior Oak Savanna,Hardwood,Bur Oak Woodland and Savanna
798,11.000000000000000,41,7973,Flat at bottom of steep slope,Eastern Cool Temperate Row Crop - Close Grown Crop,Agricultural,Agricultural-Row Crop-Close Grown Crop
799,376.000000000000000,44,7395,Cove: SW warm,North-Central Oak Barrens Woodland,Hardwood,Black Oak Woodland and Savanna
800,16.000000000000000,23,9178,Sideslope NE cool,North-Central Interior and Appalachian Rich Swamp,Riparian,Atlantic Swamp Forests
801,271.000000000000000,41,7421,Flat at bottom of steep slope,Central Tallgrass Prairie,Grassland,Tallgrass Prairie
802,172.000000000000000,43,7395,Cove: NE cool,North-Central Oak Barrens Woodland,Hardwood,Black Oak Woodland and Savanna
803,2.000000000000000,44,7394,Cove: SW warm,North-Central Interior Oak Savanna,Hardwood,Bur Oak Woodland and Savanna
804,53.000000000000000,43,7927,Cove: NE cool,Eastern Cool Temperate Developed Mixed Forest,Developed,Developed-Upland Mixed Forest
805,97.000000000000000,4,7295,Steep slope: SW warm,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads
806,3.000000000000000,13,7926,Slope crest,Eastern Cool Temperate Developed Evergreen Forest,Developed,Developed-Upland Evergreen Forest
807,2.000000000000000,11,7394,Flat summit/ridge,North-Central Interior Oak Savanna,Hardwood,Bur Oak Woodland and Savanna
808,25.000000000000000,24,7290,Sideslope SW warm,North-Central Oak Barrens Herbaceous,Grassland,Black Oak Woodland and Savanna
809,5.000000000000000,39,7971,Pluvial flat,Eastern Cool Temperate Vineyard,Agricultural,Agricultural-Vineyard
810,9.000000000000000,21,7971,Upper flat,Eastern Cool Temperate Vineyard,Agricultural,Agricultural-Vineyard
811,933.000000000000000,24,7970,Sideslope SW warm,Eastern Cool Temperate Orchard,Agricultural,Agricultural-Orchard
812,3.000000000000000,39,9118,Pluvial flat,Laurentian-Acadian Freshwater Marsh,Riparian,Inland Marshes and Prairies
813,8.000000000000000,31,9118,Wet Flat,Laurentian-Acadian Freshwater Marsh,Riparian,Inland Marshes and Prairies
814,2.000000000000000,39,9089,Pluvial flat,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,Spruce-Fir-Hardwood Forest
815,1.000000000000000,21,9089,Upper flat,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,Spruce-Fir-Hardwood Forest
816,46.000000000000000,31,7976,Wet Flat,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural,Agricultural-Fallow/Idle Cropland
817,11.000000000000000,31,9114,Wet Flat,Laurentian-Acadian Alkaline Fen,Riparian,Inland Marshes and Prairies
818,1.000000000000000,21,9620,Upper flat,Laurentian-Acadian Shrub Swamp,Riparian,Inland Marshes and Prairies
819,4.000000000000000,31,9089,Wet Flat,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,Spruce-Fir-Hardwood Forest
820,1.000000000000000,30,9118,Dry flat,Laurentian-Acadian Freshwater Marsh,Riparian,Inland Marshes and Prairies
821,4.000000000000000,32,9677,Valley/toe slope,North-Central Interior and Appalachian Acidic Peatland Shrubland,Riparian,Atlantic Swamp Forests
822,98.000000000000000,50,7243,Water,Laurentian Pine-Oak Barrens,Conifer-Hardwood,Jack Pine Forest
823,76.000000000000000,50,7242,Water,Laurentian Oak Barrens,Hardwood,Jack Pine Forest
824,5.000000000000000,50,7240,Water,Laurentian-Acadian Hardwood Forest,Hardwood,Pine-Hemlock-Hardwood Forest
825,2.000000000000000,50,9114,Water,Laurentian-Acadian Alkaline Fen,Riparian,Inland Marshes and Prairies
826,2.000000000000000,50,9057,Water,Boreal-Laurentian-Acadian Acidic Basin Fen,Riparian,Inland Marshes and Prairies
827,5.000000000000000,39,9620,Pluvial flat,Laurentian-Acadian Shrub Swamp,Riparian,Inland Marshes and Prairies
828,1.000000000000000,30,9114,Dry flat,Laurentian-Acadian Alkaline Fen,Riparian,Inland Marshes and Prairies
829,1.000000000000000,31,9057,Wet Flat,Boreal-Laurentian-Acadian Acidic Basin Fen,Riparian,Inland Marshes and Prairies
830,1.000000000000000,22,9677,Gentle slope,North-Central Interior and Appalachian Acidic Peatland Shrubland,Riparian,Atlantic Swamp Forests
831,2.000000000000000,43,7242,Cove: NE cool,Laurentian Oak Barrens,Hardwood,Jack Pine Forest
832,7.000000000000000,13,7906,Slope crest,Eastern Cool Temperate Urban Evergreen Forest,Developed,Developed-Upland Evergreen Forest
833,105.000000000000000,13,7242,Slope crest,Laurentian Oak Barrens,Hardwood,Jack Pine Forest
834,138.000000000000000,13,7243,Slope crest,Laurentian Pine-Oak Barrens,Conifer-Hardwood,Jack Pine Forest
835,5.000000000000000,23,7481,Sideslope NE cool,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Atlantic Swamp Forests
836,8.000000000000000,3,7926,Steep slope: NE cool,Eastern Cool Temperate Developed Evergreen Forest,Developed,Developed-Upland Evergreen Forest
837,13.000000000000000,3,7927,Steep slope: NE cool,Eastern Cool Temperate Developed Mixed Forest,Developed,Developed-Upland Mixed Forest
838,12.000000000000000,22,9120,Gentle slope,Laurentian-Acadian Wet Meadow,Riparian,Wet Meadow
839,12.000000000000000,50,7970,Water,Eastern Cool Temperate Orchard,Agricultural,Agricultural-Orchard
840,1.000000000000000,23,9117,Sideslope NE cool,Laurentian-Acadian Floodplain Forest,Riparian,Eastern Floodplain Forests
841,142.000000000000000,21,9682,Upper flat,North-Central Interior Graminoid Alkaline Fen,Riparian,Inland Marshes and Prairies
842,195.000000000000000,30,9682,Dry flat,North-Central Interior Graminoid Alkaline Fen,Riparian,Inland Marshes and Prairies
843,55.000000000000000,11,7243,Flat summit/ridge,Laurentian Pine-Oak Barrens,Conifer-Hardwood,Jack Pine Forest
844,50.000000000000000,30,9182,Dry flat,North-Central Interior Shrub Alkaline Fen,Riparian,Inland Marshes and Prairies
845,9.000000000000000,22,7972,Gentle slope,Eastern Cool Temperate Bush fruit and berries,Agricultural,Agricultural-Bush fruit and berries
846,26.000000000000000,13,7407,Slope crest,Laurentian Pine Barrens,Conifer,Jack Pine Forest
847,50.000000000000000,13,9112,Slope crest,Laurentian Jack Pine-Red Pine Forest,Conifer,Jack Pine Forest
848,41.000000000000000,11,7242,Flat summit/ridge,Laurentian Oak Barrens,Hardwood,Jack Pine Forest
849,1.000000000000000,21,9617,Upper flat,Laurentian-Acadian Floodplain Shrubland,Riparian,Eastern Floodplain Forests
850,9.000000000000000,11,7407,Flat summit/ridge,Laurentian Pine Barrens,Conifer,Jack Pine Forest
851,4.000000000000000,32,7972,Valley/toe slope,Eastern Cool Temperate Bush fruit and berries,Agricultural,Agricultural-Bush fruit and berries
852,19.000000000000000,11,9112,Flat summit/ridge,Laurentian Jack Pine-Red Pine Forest,Conifer,Jack Pine Forest
853,3.000000000000000,3,7302,Steep slope: NE cool,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,Yellow Birch-Sugar Maple Forest
854,63.000000000000000,32,9682,Valley/toe slope,North-Central Interior Graminoid Alkaline Fen,Riparian,Inland Marshes and Prairies
855,136.000000000000000,3,7362,Steep slope: NE cool,Laurentian-Acadian Northern Pine Forest,Conifer,Red Pine-White Pine Forest and Woodland
856,17.000000000000000,13,7970,Slope crest,Eastern Cool Temperate Orchard,Agricultural,Agricultural-Orchard
857,2.000000000000000,43,9112,Cove: NE cool,Laurentian Jack Pine-Red Pine Forest,Conifer,Jack Pine Forest
858,250.000000000000000,22,7420,Gentle slope,Northern Tallgrass Prairie,Grassland,Tallgrass Prairie
859,240.000000000000000,31,7420,Wet Flat,Northern Tallgrass Prairie,Grassland,Tallgrass Prairie
860,35.000000000000000,50,7420,Water,Northern Tallgrass Prairie,Grassland,Tallgrass Prairie
861,286.000000000000000,32,7420,Valley/toe slope,Northern Tallgrass Prairie,Grassland,Tallgrass Prairie
862,241.000000000000000,30,7420,Dry flat,Northern Tallgrass Prairie,Grassland,Tallgrass Prairie
863,99.000000000000000,39,7420,Pluvial flat,Northern Tallgrass Prairie,Grassland,Tallgrass Prairie
864,85.000000000000000,23,7420,Sideslope NE cool,Northern Tallgrass Prairie,Grassland,Tallgrass Prairie
