Value,Count,Landforms_2020_3_31_USA_Clip,LC23_EVT_240_Clip,Landforms,EVT_NAME,EVT_PHYS,EVT_GP_N,in_y_n
693,299,21,9117,Upper flat,Laurentian-Acadian Floodplain Forest,Riparian,Eastern Floodplain Forests,0
694,29704,31,7407,Wet Flat,Laurentian Pine Barrens,Conifer,Jack Pine Forest,0
695,21341,30,7407,Dry flat,Laurentian Pine Barrens,Conifer,Jack Pine Forest,0
696,5,43,7302,Cove: NE cool,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,Yellow Birch-Sugar Maple Forest,0
697,57,22,7366,Gentle slope,Laurentian-Acadian Pine-Hemlock Forest,Conifer,Pine-Hemlock-Hardwood Forest,0
698,73,32,7366,Valley/toe slope,Laurentian-Acadian Pine-Hemlock Forest,Conifer,Pine-Hemlock-Hardwood Forest,0
699,177,32,7241,Valley/toe slope,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,Pine-Hemlock-Hardwood Forest,0
700,124,23,7240,Sideslope NE cool,Laurentian-Acadian Hardwood Forest,Hardwood,Pine-Hemlock-Hardwood Forest,0
701,99,30,7366,Dry flat,Laurentian-Acadian Pine-Hemlock Forest,Conifer,Pine-Hemlock-Hardwood Forest,0
702,18154,21,7243,Upper flat,Laurentian Pine-Oak Barrens,Conifer-Hardwood,Jack Pine Forest,1
703,22,24,7241,Sideslope SW warm,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,Pine-Hemlock-Hardwood Forest,0
704,1,22,9089,Gentle slope,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,Spruce-Fir-Hardwood Forest,0
705,982,13,7238,Slope crest,Laurentian-Acadian Northern Oak Forest,Hardwood,Red Pine-White Pine Forest and Woodland,1
706,186,32,7240,Valley/toe slope,Laurentian-Acadian Hardwood Forest,Hardwood,Pine-Hemlock-Hardwood Forest,0
707,26,24,7366,Sideslope SW warm,Laurentian-Acadian Pine-Hemlock Forest,Conifer,Pine-Hemlock-Hardwood Forest,0
708,109,22,7241,Gentle slope,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,Pine-Hemlock-Hardwood Forest,0
709,748,23,7407,Sideslope NE cool,Laurentian Pine Barrens,Conifer,Jack Pine Forest,0
710,230,11,7238,Flat summit/ridge,Laurentian-Acadian Northern Oak Forest,Hardwood,Red Pine-White Pine Forest and Woodland,1
711,106,23,7241,Sideslope NE cool,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,Pine-Hemlock-Hardwood Forest,0
712,82,31,7240,Wet Flat,Laurentian-Acadian Hardwood Forest,Hardwood,Pine-Hemlock-Hardwood Forest,0
713,66,4,7302,Steep slope: SW warm,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,Yellow Birch-Sugar Maple Forest,0
714,1,30,9089,Dry flat,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,Spruce-Fir-Hardwood Forest,0
715,144,22,7240,Gentle slope,Laurentian-Acadian Hardwood Forest,Hardwood,Pine-Hemlock-Hardwood Forest,0
716,234,31,7366,Wet Flat,Laurentian-Acadian Pine-Hemlock Forest,Conifer,Pine-Hemlock-Hardwood Forest,0
717,148,21,7366,Upper flat,Laurentian-Acadian Pine-Hemlock Forest,Conifer,Pine-Hemlock-Hardwood Forest,0
718,174,21,7241,Upper flat,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,Pine-Hemlock-Hardwood Forest,0
719,1,23,9295,Sideslope NE cool,Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce-Hardwood Forest,Conifer-Hardwood,Jack Pine Forest,0
720,1310,43,7974,Cove: NE cool,Eastern Cool Temperate Row Crop,Agricultural,Agricultural-Row Crop,0
721,62,24,7240,Sideslope SW warm,Laurentian-Acadian Hardwood Forest,Hardwood,Pine-Hemlock-Hardwood Forest,0
722,191,30,7240,Dry flat,Laurentian-Acadian Hardwood Forest,Hardwood,Pine-Hemlock-Hardwood Forest,0
723,523,39,9677,Pluvial flat,North-Central Interior and Appalachian Acidic Peatland Shrubland,Riparian,Atlantic Swamp Forests,0
724,31,50,9118,Water,Laurentian-Acadian Freshwater Marsh,Riparian,Inland Marshes and Prairies,0
725,3,13,7240,Slope crest,Laurentian-Acadian Hardwood Forest,Hardwood,Pine-Hemlock-Hardwood Forest,0
726,662,23,7970,Sideslope NE cool,Eastern Cool Temperate Orchard,Agricultural,Agricultural-Orchard,0
727,1233,21,9120,Upper flat,Laurentian-Acadian Wet Meadow,Riparian,Wet Meadow,0
728,76,13,7395,Slope crest,North-Central Oak Barrens Woodland,Hardwood,Black Oak Woodland and Savanna,1
729,1,23,9089,Sideslope NE cool,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,Spruce-Fir-Hardwood Forest,0
730,220,21,7240,Upper flat,Laurentian-Acadian Hardwood Forest,Hardwood,Pine-Hemlock-Hardwood Forest,0
731,1,32,9089,Valley/toe slope,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,Spruce-Fir-Hardwood Forest,0
732,14,23,7366,Sideslope NE cool,Laurentian-Acadian Pine-Hemlock Forest,Conifer,Pine-Hemlock-Hardwood Forest,0
733,2126,24,7243,Sideslope SW warm,Laurentian Pine-Oak Barrens,Conifer-Hardwood,Jack Pine Forest,1
734,28,32,9120,Valley/toe slope,Laurentian-Acadian Wet Meadow,Riparian,Wet Meadow,0
735,1680,24,7242,Sideslope SW warm,Laurentian Oak Barrens,Hardwood,Jack Pine Forest,1
736,5864,22,7407,Gentle slope,Laurentian Pine Barrens,Conifer,Jack Pine Forest,0
737,4784,22,7242,Gentle slope,Laurentian Oak Barrens,Hardwood,Jack Pine Forest,1
738,183,21,9677,Upper flat,North-Central Interior and Appalachian Acidic Peatland Shrubland,Riparian,Atlantic Swamp Forests,0
739,195,30,7241,Dry flat,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,Pine-Hemlock-Hardwood Forest,0
740,88,39,7366,Pluvial flat,Laurentian-Acadian Pine-Hemlock Forest,Conifer,Pine-Hemlock-Hardwood Forest,0
741,900,24,7407,Sideslope SW warm,Laurentian Pine Barrens,Conifer,Jack Pine Forest,0
742,166,30,9677,Dry flat,North-Central Interior and Appalachian Acidic Peatland Shrubland,Riparian,Atlantic Swamp Forests,0
743,160,39,7241,Pluvial flat,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,Pine-Hemlock-Hardwood Forest,0
744,61,31,7241,Wet Flat,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,Pine-Hemlock-Hardwood Forest,0
745,337,50,7407,Water,Laurentian Pine Barrens,Conifer,Jack Pine Forest,0
746,7,50,9617,Water,Laurentian-Acadian Floodplain Shrubland,Riparian,Eastern Floodplain Forests,0
747,8,50,7241,Water,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,Pine-Hemlock-Hardwood Forest,0
748,111,39,7240,Pluvial flat,Laurentian-Acadian Hardwood Forest,Hardwood,Pine-Hemlock-Hardwood Forest,0
749,9,50,7366,Water,Laurentian-Acadian Pine-Hemlock Forest,Conifer,Pine-Hemlock-Hardwood Forest,0
750,411,43,7975,Cove: NE cool,Eastern Cool Temperate Close Grown Crop,Agricultural,Agricultural-Close Grown Crop,0
751,1579,44,7975,Cove: SW warm,Eastern Cool Temperate Close Grown Crop,Agricultural,Agricultural-Close Grown Crop,0
752,2,30,9617,Dry flat,Laurentian-Acadian Floodplain Shrubland,Riparian,Eastern Floodplain Forests,0
753,14,11,7395,Flat summit/ridge,North-Central Oak Barrens Woodland,Hardwood,Black Oak Woodland and Savanna,1
754,8,22,9117,Gentle slope,Laurentian-Acadian Floodplain Forest,Riparian,Eastern Floodplain Forests,0
755,152,24,9178,Sideslope SW warm,North-Central Interior and Appalachian Rich Swamp,Riparian,Atlantic Swamp Forests,0
756,247,50,9682,Water,North-Central Interior Graminoid Alkaline Fen,Riparian,Inland Marshes and Prairies,0
757,59,31,7286,Wet Flat,Paleozoic Plateau Bluff and Talus Herbaceous,Grassland,Black Oak Woodland and Savanna,0
758,249,44,7239,Cove: SW warm,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood,Red Pine-White Pine Forest and Woodland,1
759,208,11,7362,Flat summit/ridge,Laurentian-Acadian Northern Pine Forest,Conifer,Red Pine-White Pine Forest and Woodland,0
760,152,4,7238,Steep slope: SW warm,Laurentian-Acadian Northern Oak Forest,Hardwood,Red Pine-White Pine Forest and Woodland,1
761,15,24,9117,Sideslope SW warm,Laurentian-Acadian Floodplain Forest,Riparian,Eastern Floodplain Forests,0
762,300,41,7239,Flat at bottom of steep slope,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood,Red Pine-White Pine Forest and Woodland,0
763,126,3,9312,Steep slope: NE cool,Northeastern North American Temperate Forest Plantation,Conifer,Managed Tree Plantation,0
764,48,3,7975,Steep slope: NE cool,Eastern Cool Temperate Close Grown Crop,Agricultural,Agricultural-Close Grown Crop,0
765,37,41,9683,Flat at bottom of steep slope,North-Central Interior Wet Meadow,Riparian,Inland Marshes and Prairies,0
766,517,31,7970,Wet Flat,Eastern Cool Temperate Orchard,Agricultural,Agricultural-Orchard,0
767,2,24,9120,Sideslope SW warm,Laurentian-Acadian Wet Meadow,Riparian,Wet Meadow,0
768,424,43,7239,Cove: NE cool,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood,Red Pine-White Pine Forest and Woodland,0
769,311,50,7978,Water,Eastern Cool Temperate Wheat,Agricultural,Agricultural-Wheat,0
770,2,4,7906,Steep slope: SW warm,Eastern Cool Temperate Urban Evergreen Forest,Developed,Developed-Upland Evergreen Forest,0
771,7,41,9183,Flat at bottom of steep slope,North-Central Interior Shrub Swamp,Riparian,Inland Marshes and Prairies,0
772,112,4,7362,Steep slope: SW warm,Laurentian-Acadian Northern Pine Forest,Conifer,Red Pine-White Pine Forest and Woodland,0
773,33,4,9312,Steep slope: SW warm,Northeastern North American Temperate Forest Plantation,Conifer,Managed Tree Plantation,0
774,13,4,7973,Steep slope: SW warm,Eastern Cool Temperate Row Crop - Close Grown Crop,Agricultural,Agricultural-Row Crop-Close Grown Crop,0
775,17,44,7906,Cove: SW warm,Eastern Cool Temperate Urban Evergreen Forest,Developed,Developed-Upland Evergreen Forest,0
776,352,41,7395,Flat at bottom of steep slope,North-Central Oak Barrens Woodland,Hardwood,Black Oak Woodland and Savanna,0
777,108,41,7238,Flat at bottom of steep slope,Laurentian-Acadian Northern Oak Forest,Hardwood,Red Pine-White Pine Forest and Woodland,0
778,128,44,7238,Cove: SW warm,Laurentian-Acadian Northern Oak Forest,Hardwood,Red Pine-White Pine Forest and Woodland,1
779,12,24,7481,Sideslope SW warm,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Atlantic Swamp Forests,0
780,79,3,7238,Steep slope: NE cool,Laurentian-Acadian Northern Oak Forest,Hardwood,Red Pine-White Pine Forest and Woodland,0
781,3,5,7238,Cliff: NE cool,Laurentian-Acadian Northern Oak Forest,Hardwood,Red Pine-White Pine Forest and Woodland,0
782,4,5,7239,Cliff: NE cool,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood,Red Pine-White Pine Forest and Woodland,0
783,116,39,9182,Pluvial flat,North-Central Interior Shrub Alkaline Fen,Riparian,Inland Marshes and Prairies,0
784,143,50,9182,Water,North-Central Interior Shrub Alkaline Fen,Riparian,Inland Marshes and Prairies,0
785,5,13,7241,Slope crest,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,Pine-Hemlock-Hardwood Forest,0
786,21,44,7973,Cove: SW warm,Eastern Cool Temperate Row Crop - Close Grown Crop,Agricultural,Agricultural-Row Crop-Close Grown Crop,0
787,4,50,7290,Water,North-Central Oak Barrens Herbaceous,Grassland,Black Oak Woodland and Savanna,0
788,963,13,7362,Slope crest,Laurentian-Acadian Northern Pine Forest,Conifer,Red Pine-White Pine Forest and Woodland,0
789,14,50,9064,Water,Central Interior Acidic Cliff and Talus,Sparsely Vegetated,Sparse Vegetation,0
790,32,44,7286,Cove: SW warm,Paleozoic Plateau Bluff and Talus Herbaceous,Grassland,Black Oak Woodland and Savanna,0
791,16,11,7286,Flat summit/ridge,Paleozoic Plateau Bluff and Talus Herbaceous,Grassland,Black Oak Woodland and Savanna,0
792,47,41,9180,Flat at bottom of steep slope,North-Central Interior Freshwater Marsh,Riparian,Inland Marshes and Prairies,0
793,654,41,7517,Flat at bottom of steep slope,Paleozoic Plateau Bluff and Talus Woodland,Hardwood,Black Oak Woodland and Savanna,0
794,94,4,7929,Steep slope: SW warm,Eastern Cool Temperate Developed Herbaceous,Developed,Developed-Upland Herbaceous,0
795,207,44,9312,Cove: SW warm,Northeastern North American Temperate Forest Plantation,Conifer,Managed Tree Plantation,0
796,35,13,7394,Slope crest,North-Central Interior Oak Savanna,Hardwood,Bur Oak Woodland and Savanna,1
797,19,4,7394,Steep slope: SW warm,North-Central Interior Oak Savanna,Hardwood,Bur Oak Woodland and Savanna,1
798,11,41,7973,Flat at bottom of steep slope,Eastern Cool Temperate Row Crop - Close Grown Crop,Agricultural,Agricultural-Row Crop-Close Grown Crop,0
799,376,44,7395,Cove: SW warm,North-Central Oak Barrens Woodland,Hardwood,Black Oak Woodland and Savanna,1
800,16,23,9178,Sideslope NE cool,North-Central Interior and Appalachian Rich Swamp,Riparian,Atlantic Swamp Forests,0
801,271,41,7421,Flat at bottom of steep slope,Central Tallgrass Prairie,Grassland,Tallgrass Prairie,0
802,172,43,7395,Cove: NE cool,North-Central Oak Barrens Woodland,Hardwood,Black Oak Woodland and Savanna,0
803,2,44,7394,Cove: SW warm,North-Central Interior Oak Savanna,Hardwood,Bur Oak Woodland and Savanna,1
804,53,43,7927,Cove: NE cool,Eastern Cool Temperate Developed Mixed Forest,Developed,Developed-Upland Mixed Forest,0
805,97,4,7295,Steep slope: SW warm,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,0
806,3,13,7926,Slope crest,Eastern Cool Temperate Developed Evergreen Forest,Developed,Developed-Upland Evergreen Forest,0
807,2,11,7394,Flat summit/ridge,North-Central Interior Oak Savanna,Hardwood,Bur Oak Woodland and Savanna,1
808,25,24,7290,Sideslope SW warm,North-Central Oak Barrens Herbaceous,Grassland,Black Oak Woodland and Savanna,1
809,5,39,7971,Pluvial flat,Eastern Cool Temperate Vineyard,Agricultural,Agricultural-Vineyard,0
810,9,21,7971,Upper flat,Eastern Cool Temperate Vineyard,Agricultural,Agricultural-Vineyard,0
811,933,24,7970,Sideslope SW warm,Eastern Cool Temperate Orchard,Agricultural,Agricultural-Orchard,0
812,3,39,9118,Pluvial flat,Laurentian-Acadian Freshwater Marsh,Riparian,Inland Marshes and Prairies,0
813,8,31,9118,Wet Flat,Laurentian-Acadian Freshwater Marsh,Riparian,Inland Marshes and Prairies,0
814,2,39,9089,Pluvial flat,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,Spruce-Fir-Hardwood Forest,0
815,1,21,9089,Upper flat,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,Spruce-Fir-Hardwood Forest,0
816,46,31,7976,Wet Flat,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural,Agricultural-Fallow/Idle Cropland,0
817,11,31,9114,Wet Flat,Laurentian-Acadian Alkaline Fen,Riparian,Inland Marshes and Prairies,0
818,1,21,9620,Upper flat,Laurentian-Acadian Shrub Swamp,Riparian,Inland Marshes and Prairies,0
819,4,31,9089,Wet Flat,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,Spruce-Fir-Hardwood Forest,0
820,1,30,9118,Dry flat,Laurentian-Acadian Freshwater Marsh,Riparian,Inland Marshes and Prairies,0
821,4,32,9677,Valley/toe slope,North-Central Interior and Appalachian Acidic Peatland Shrubland,Riparian,Atlantic Swamp Forests,0
822,98,50,7243,Water,Laurentian Pine-Oak Barrens,Conifer-Hardwood,Jack Pine Forest,0
823,76,50,7242,Water,Laurentian Oak Barrens,Hardwood,Jack Pine Forest,0
824,5,50,7240,Water,Laurentian-Acadian Hardwood Forest,Hardwood,Pine-Hemlock-Hardwood Forest,0
825,2,50,9114,Water,Laurentian-Acadian Alkaline Fen,Riparian,Inland Marshes and Prairies,0
826,2,50,9057,Water,Boreal-Laurentian-Acadian Acidic Basin Fen,Riparian,Inland Marshes and Prairies,0
827,5,39,9620,Pluvial flat,Laurentian-Acadian Shrub Swamp,Riparian,Inland Marshes and Prairies,0
828,1,30,9114,Dry flat,Laurentian-Acadian Alkaline Fen,Riparian,Inland Marshes and Prairies,0
829,1,31,9057,Wet Flat,Boreal-Laurentian-Acadian Acidic Basin Fen,Riparian,Inland Marshes and Prairies,0
830,1,22,9677,Gentle slope,North-Central Interior and Appalachian Acidic Peatland Shrubland,Riparian,Atlantic Swamp Forests,0
831,2,43,7242,Cove: NE cool,Laurentian Oak Barrens,Hardwood,Jack Pine Forest,0
832,7,13,7906,Slope crest,Eastern Cool Temperate Urban Evergreen Forest,Developed,Developed-Upland Evergreen Forest,0
833,105,13,7242,Slope crest,Laurentian Oak Barrens,Hardwood,Jack Pine Forest,1
834,138,13,7243,Slope crest,Laurentian Pine-Oak Barrens,Conifer-Hardwood,Jack Pine Forest,1
835,5,23,7481,Sideslope NE cool,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Atlantic Swamp Forests,0
836,8,3,7926,Steep slope: NE cool,Eastern Cool Temperate Developed Evergreen Forest,Developed,Developed-Upland Evergreen Forest,0
837,13,3,7927,Steep slope: NE cool,Eastern Cool Temperate Developed Mixed Forest,Developed,Developed-Upland Mixed Forest,0
838,12,22,9120,Gentle slope,Laurentian-Acadian Wet Meadow,Riparian,Wet Meadow,0
839,12,50,7970,Water,Eastern Cool Temperate Orchard,Agricultural,Agricultural-Orchard,0
840,1,23,9117,Sideslope NE cool,Laurentian-Acadian Floodplain Forest,Riparian,Eastern Floodplain Forests,0
841,142,21,9682,Upper flat,North-Central Interior Graminoid Alkaline Fen,Riparian,Inland Marshes and Prairies,0
842,195,30,9682,Dry flat,North-Central Interior Graminoid Alkaline Fen,Riparian,Inland Marshes and Prairies,0
843,55,11,7243,Flat summit/ridge,Laurentian Pine-Oak Barrens,Conifer-Hardwood,Jack Pine Forest,1
844,50,30,9182,Dry flat,North-Central Interior Shrub Alkaline Fen,Riparian,Inland Marshes and Prairies,0
845,9,22,7972,Gentle slope,Eastern Cool Temperate Bush fruit and berries,Agricultural,Agricultural-Bush fruit and berries,0
846,26,13,7407,Slope crest,Laurentian Pine Barrens,Conifer,Jack Pine Forest,0
847,50,13,9112,Slope crest,Laurentian Jack Pine-Red Pine Forest,Conifer,Jack Pine Forest,0
848,41,11,7242,Flat summit/ridge,Laurentian Oak Barrens,Hardwood,Jack Pine Forest,1
849,1,21,9617,Upper flat,Laurentian-Acadian Floodplain Shrubland,Riparian,Eastern Floodplain Forests,0
850,9,11,7407,Flat summit/ridge,Laurentian Pine Barrens,Conifer,Jack Pine Forest,0
851,4,32,7972,Valley/toe slope,Eastern Cool Temperate Bush fruit and berries,Agricultural,Agricultural-Bush fruit and berries,0
852,19,11,9112,Flat summit/ridge,Laurentian Jack Pine-Red Pine Forest,Conifer,Jack Pine Forest,0
853,3,3,7302,Steep slope: NE cool,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,Yellow Birch-Sugar Maple Forest,0
854,63,32,9682,Valley/toe slope,North-Central Interior Graminoid Alkaline Fen,Riparian,Inland Marshes and Prairies,0
855,136,3,7362,Steep slope: NE cool,Laurentian-Acadian Northern Pine Forest,Conifer,Red Pine-White Pine Forest and Woodland,0
856,17,13,7970,Slope crest,Eastern Cool Temperate Orchard,Agricultural,Agricultural-Orchard,0
857,2,43,9112,Cove: NE cool,Laurentian Jack Pine-Red Pine Forest,Conifer,Jack Pine Forest,0
858,250,22,7420,Gentle slope,Northern Tallgrass Prairie,Grassland,Tallgrass Prairie,0
859,240,31,7420,Wet Flat,Northern Tallgrass Prairie,Grassland,Tallgrass Prairie,0
860,35,50,7420,Water,Northern Tallgrass Prairie,Grassland,Tallgrass Prairie,0
861,286,32,7420,Valley/toe slope,Northern Tallgrass Prairie,Grassland,Tallgrass Prairie,0
862,241,30,7420,Dry flat,Northern Tallgrass Prairie,Grassland,Tallgrass Prairie,0
863,99,39,7420,Pluvial flat,Northern Tallgrass Prairie,Grassland,Tallgrass Prairie,0
864,85,23,7420,Sideslope NE cool,Northern Tallgrass Prairie,Grassland,Tallgrass Prairie,0
865,208,21,7420,Upper flat,Northern Tallgrass Prairie,Grassland,Tallgrass Prairie,0
866,82,24,7420,Sideslope SW warm,Northern Tallgrass Prairie,Grassland,Tallgrass Prairie,0
867,4,30,7971,Dry flat,Eastern Cool Temperate Vineyard,Agricultural,Agricultural-Vineyard,0
868,6,32,7971,Valley/toe slope,Eastern Cool Temperate Vineyard,Agricultural,Agricultural-Vineyard,0
869,20,41,9318,Flat at bottom of steep slope,Northern & Central Ruderal Wet Meadow & Marsh,Riparian,Introduced Herbaceous Wetland Vegetation,0
870,4,22,7971,Gentle slope,Eastern Cool Temperate Vineyard,Agricultural,Agricultural-Vineyard,0
871,21,24,7976,Sideslope SW warm,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural,Agricultural-Fallow/Idle Cropland,0
872,9,21,7517,Upper flat,Paleozoic Plateau Bluff and Talus Woodland,Hardwood,Black Oak Woodland and Savanna,0
873,5,43,7973,Cove: NE cool,Eastern Cool Temperate Row Crop - Close Grown Crop,Agricultural,Agricultural-Row Crop-Close Grown Crop,0
874,3,41,7286,Flat at bottom of steep slope,Paleozoic Plateau Bluff and Talus Herbaceous,Grassland,Black Oak Woodland and Savanna,0
875,115,11,7978,Flat summit/ridge,Eastern Cool Temperate Wheat,Agricultural,Agricultural-Wheat,0
876,3,3,7978,Steep slope: NE cool,Eastern Cool Temperate Wheat,Agricultural,Agricultural-Wheat,0
877,4,3,7973,Steep slope: NE cool,Eastern Cool Temperate Row Crop - Close Grown Crop,Agricultural,Agricultural-Row Crop-Close Grown Crop,0
878,81,44,7295,Cove: SW warm,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,0
879,60,43,7295,Cove: NE cool,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,0
880,6,13,7292,Slope crest,Open Water,Open Water,Open Water,0
881,10,43,7909,Cove: NE cool,Eastern Cool Temperate Urban Shrubland,Developed,Developed-Upland Shrubland,0
882,29,44,7909,Cove: SW warm,Eastern Cool Temperate Urban Shrubland,Developed,Developed-Upland Shrubland,0
883,28,23,7976,Sideslope NE cool,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural,Agricultural-Fallow/Idle Cropland,0
884,24,41,7906,Flat at bottom of steep slope,Eastern Cool Temperate Urban Evergreen Forest,Developed,Developed-Upland Evergreen Forest,0
885,36,3,7297,Steep slope: NE cool,Developed-Medium Intensity,Developed-Medium Intensity,Developed-Medium Intensity,0
886,12,4,7298,Steep slope: SW warm,Developed-High Intensity,Developed-High Intensity,Developed-High Intensity,0
887,68,23,7394,Sideslope NE cool,North-Central Interior Oak Savanna,Hardwood,Bur Oak Woodland and Savanna,0
888,166,39,7517,Pluvial flat,Paleozoic Plateau Bluff and Talus Woodland,Hardwood,Black Oak Woodland and Savanna,0
889,10,3,7395,Steep slope: NE cool,North-Central Oak Barrens Woodland,Hardwood,Black Oak Woodland and Savanna,0
890,2,50,9065,Water,Central Interior Calcareous Cliff and Talus,Sparsely Vegetated,Sparse Vegetation,0
891,2,31,9065,Wet Flat,Central Interior Calcareous Cliff and Talus,Sparsely Vegetated,Sparse Vegetation,0
892,62,3,7295,Steep slope: NE cool,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,0
893,18,41,7298,Flat at bottom of steep slope,Developed-High Intensity,Developed-High Intensity,Developed-High Intensity,0
894,1,13,7976,Slope crest,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural,Agricultural-Fallow/Idle Cropland,0
895,44,44,9180,Cove: SW warm,North-Central Interior Freshwater Marsh,Riparian,Inland Marshes and Prairies,0
896,8,43,7928,Cove: NE cool,Eastern Cool Temperate Developed Shrubland,Developed,Developed-Upland Shrubland,0
897,13,44,7928,Cove: SW warm,Eastern Cool Temperate Developed Shrubland,Developed,Developed-Upland Shrubland,0
898,15,41,7928,Flat at bottom of steep slope,Eastern Cool Temperate Developed Shrubland,Developed,Developed-Upland Shrubland,0
899,27,4,9179,Steep slope: SW warm,North-Central Interior Floodplain Forest,Riparian,Eastern Floodplain Forests,0
900,15,4,7928,Steep slope: SW warm,Eastern Cool Temperate Developed Shrubland,Developed,Developed-Upland Shrubland,0
901,58,4,7395,Steep slope: SW warm,North-Central Oak Barrens Woodland,Hardwood,Black Oak Woodland and Savanna,1
902,8,43,9178,Cove: NE cool,North-Central Interior and Appalachian Rich Swamp,Riparian,Atlantic Swamp Forests,0
903,1,4,9178,Steep slope: SW warm,North-Central Interior and Appalachian Rich Swamp,Riparian,Atlantic Swamp Forests,0
904,3,5,7295,Cliff: NE cool,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,0
905,10,32,7286,Valley/toe slope,Paleozoic Plateau Bluff and Talus Herbaceous,Grassland,Black Oak Woodland and Savanna,0
906,35,44,7978,Cove: SW warm,Eastern Cool Temperate Wheat,Agricultural,Agricultural-Wheat,0
907,2,13,9178,Slope crest,North-Central Interior and Appalachian Rich Swamp,Riparian,Atlantic Swamp Forests,0
908,8,23,7972,Sideslope NE cool,Eastern Cool Temperate Bush fruit and berries,Agricultural,Agricultural-Bush fruit and berries,0
909,1,50,7972,Water,Eastern Cool Temperate Bush fruit and berries,Agricultural,Agricultural-Bush fruit and berries,0
910,6,44,7970,Cove: SW warm,Eastern Cool Temperate Orchard,Agricultural,Agricultural-Orchard,0
911,7,41,7970,Flat at bottom of steep slope,Eastern Cool Temperate Orchard,Agricultural,Agricultural-Orchard,0
912,11,11,7970,Flat summit/ridge,Eastern Cool Temperate Orchard,Agricultural,Agricultural-Orchard,0
913,28,41,7978,Flat at bottom of steep slope,Eastern Cool Temperate Wheat,Agricultural,Agricultural-Wheat,0
914,8,43,7978,Cove: NE cool,Eastern Cool Temperate Wheat,Agricultural,Agricultural-Wheat,0
915,3,41,7243,Flat at bottom of steep slope,Laurentian Pine-Oak Barrens,Conifer-Hardwood,Jack Pine Forest,0
916,2,44,7243,Cove: SW warm,Laurentian Pine-Oak Barrens,Conifer-Hardwood,Jack Pine Forest,1
917,2,41,7407,Flat at bottom of steep slope,Laurentian Pine Barrens,Conifer,Jack Pine Forest,0
918,2,11,7906,Flat summit/ridge,Eastern Cool Temperate Urban Evergreen Forest,Developed,Developed-Upland Evergreen Forest,0
919,2,44,9112,Cove: SW warm,Laurentian Jack Pine-Red Pine Forest,Conifer,Jack Pine Forest,0
